              X	                               Y
4.750000000000000	2.250000000000000
0.250000000000000	0.250000000000000
0.750000000000000	1.250000000000000
1.085000000000000	1.968000000000000
0.250000000000000	1.250000000000000
4.209000000000000	1.315000000000000
1.285000000000000	1.274000000000000
3.771000000000000	0.750000000000000
2.764000000000000	0.250000000000000
3.322000000000000	0.250000000000000
1.250000000000000	0.768000000000000
0.334432445285004	1.792324726995798
1.250000000000000	0.250000000000000
2.818000000000000	0.775000000000000
2.250000000000000	1.186000000000000
3.260000000000000	1.290000000000000
0.750000000000000	0.750000000000000
0.250000000000000	0.750000000000000
1.840534635134887	1.728321710964690
2.750000000000000	1.750000000000000
1.751000000000000	0.254000000000000
1.750000000000000	0.774000000000000
0.750000000000000	0.250000000000000
2.251000000000000	0.259000000000000
4.288850292622259	0.421875000000000
4.750000000000000	-2.250000000000000
0.250000000000000	-0.250000000000000
0.750000000000000	-1.250000000000000
1.085000000000000	-1.968000000000000
0.250000000000000	-1.250000000000000
4.209000000000000	-1.315000000000000
1.285000000000000	-1.274000000000000
3.771000000000000	-0.750000000000000
2.764000000000000	-0.250000000000000
3.322000000000000	-0.250000000000000
1.250000000000000	-0.768000000000000
0.320857250464625	-1.800332603392186
1.250000000000000	-0.250000000000000
2.818000000000000	-0.775000000000000
2.250000000000000	-1.186000000000000
3.240212503143503	-1.298923997912375
0.750000000000000	-0.750000000000000
0.250000000000000	-0.750000000000000
1.799000000000000	-1.702000000000000
2.750000000000000	-1.750000000000000
1.751000000000000	-0.254000000000000
1.750000000000000	-0.774000000000000
0.750000000000000	-0.250000000000000
2.251000000000000	-0.259000000000000
4.069000000000000	-0.250000000000000
-4.750000000000000	2.250000000000000
-0.250000000000000	0.250000000000000
-0.750000000000000	1.250000000000000
-1.085000000000000	1.968000000000000
-0.250000000000000	1.250000000000000
-4.209000000000000	1.315000000000000
-1.285000000000000	1.274000000000000
-3.771000000000000	0.750000000000000
-2.764000000000000	0.250000000000000
-3.322000000000000	0.250000000000000
-1.250000000000000	0.768000000000000
-0.319000000000000	1.792000000000000
-1.250000000000000	0.250000000000000
-2.818000000000000	0.775000000000000
-2.250000000000000	1.186000000000000
-3.260000000000000	1.290000000000000
-0.750000000000000	0.750000000000000
-0.250000000000000	0.750000000000000
-1.827646416144352	1.722629492140314
-2.750000000000000	1.750000000000000
-1.751000000000000	0.254000000000000
-1.750000000000000	0.774000000000000
-0.750000000000000	0.250000000000000
-2.251000000000000	0.259000000000000
-4.069000000000000	0.250000000000000
-4.750000000000000	-2.250000000000000
-0.250000000000000	-0.250000000000000
-0.750000000000000	-1.250000000000000
-1.085000000000000	-1.968000000000000
-0.250000000000000	-1.250000000000000
-4.209000000000000	-1.315000000000000
-1.285000000000000	-1.274000000000000
-3.771000000000000	-0.750000000000000
-2.764000000000000	-0.250000000000000
-3.322000000000000	-0.250000000000000
-1.250000000000000	-0.768000000000000
-0.319000000000000	-1.792000000000000
-1.250000000000000	-0.250000000000000
-2.818000000000000	-0.775000000000000
-2.250000000000000	-1.186000000000000
-3.260000000000000	-1.290000000000000
-0.750000000000000	-0.750000000000000
-0.250000000000000	-0.750000000000000
-1.799000000000000	-1.702000000000000
-2.724700312471837	-1.737878045483271
-1.751000000000000	-0.254000000000000
-1.750000000000000	-0.774000000000000
-0.750000000000000	-0.250000000000000
-2.251000000000000	-0.259000000000000
-4.069000000000000	-0.250000000000000
